District,Pincode,Month,Avg_Min_Temp_C,Avg_Max_Temp_C,Avg_Rainfall_mm,Avg_Humidity_Percent,Avg_Sunlight_Hours,Year_Recorded
CHITTORGARH,312606,2,17.3,27.9,124.0,34.0,11.4,2024
CHITTORGARH,312606,3,21.1,25.5,80.7,48.4,6.8,2024
CHITTORGARH,312606,4,17.4,29.7,57.7,34.0,8.1,2024
CHITTORGARH,312606,5,17.2,40.5,161.9,60.4,8.3,2024
CHITTORGARH,312606,6,22.6,29.8,13.7,69.9,10.6,2024
CHITTORGARH,312606,7,15.4,39.6,56.1,79.9,8.9,2024
CHITTORGARH,312606,8,22.9,30.0,7.8,65.3,8.3,2024
CHITTORGARH,312606,9,16.1,32.9,2.8,68.2,10.2,2024
CHITTORGARH,312606,10,14.9,44.7,70.7,62.6,9.6,2024
CHITTORGARH,312606,11,16.8,29.9,39.0,89.0,6.5,2024
CHITTORGARH,312606,12,21.4,32.5,53.7,38.3,7.9,2024
CHITTORGARH,312601,1,11.9,31.0,164.2,38.6,11.9,2024
CHITTORGARH,312601,2,12.9,27.2,32.6,28.8,8.9,2024
CHITTORGARH,312601,3,24.3,34.8,156.0,54.0,8.5,2024
CHITTORGARH,312601,4,12.6,32.6,135.0,26.7,6.9,2024
CHITTORGARH,312601,5,18.5,38.9,65.3,38.9,11.0,2024
CHITTORGARH,312601,6,18.7,41.4,109.3,53.8,6.8,2024
CHITTORGARH,312601,7,17.3,35.9,88.9,87.0,6.6,2024
CHITTORGARH,312601,8,19.7,25.6,25.7,87.5,8.6,2024
CHITTORGARH,312601,9,13.4,37.4,181.4,72.1,8.6,2024
CHITTORGARH,312601,10,18.3,26.1,113.9,47.2,11.9,2024
CHITTORGARH,312601,11,15.6,37.3,176.0,80.6,6.8,2024
CHITTORGARH,312601,12,19.9,38.7,164.8,81.3,8.9,2024
CHITTORGARH,312206,1,12.1,29.0,16.0,83.7,7.2,2024
CHITTORGARH,312206,2,18.6,41.4,41.5,64.8,10.2,2024
CHITTORGARH,312206,3,12.8,43.2,29.1,34.1,8.4,2024
CHITTORGARH,312206,4,14.2,41.3,166.2,26.4,9.9,2024
CHITTORGARH,312206,5,13.3,31.1,172.5,84.0,8.0,2024
CHITTORGARH,312206,6,12.7,36.7,105.6,23.9,9.4,2024
CHITTORGARH,312206,7,22.4,43.3,20.8,40.7,8.8,2024
CHITTORGARH,312206,8,14.3,31.4,27.1,54.1,8.2,2024
CHITTORGARH,312206,9,23.9,41.4,162.7,21.5,9.2,2024
CHITTORGARH,312206,10,24.5,25.2,185.8,83.5,8.3,2024
CHITTORGARH,312206,11,18.6,25.1,39.9,40.1,10.8,2024
CHITTORGARH,312206,12,12.1,40.2,2.2,22.0,9.0,2024
CHITTORGARH,312203,1,15.6,40.2,66.2,89.6,11.4,2024
CHITTORGARH,312203,2,22.0,40.8,6.1,41.8,7.3,2024
CHITTORGARH,312203,3,15.5,43.6,165.6,81.4,6.7,2024
CHITTORGARH,312203,4,11.3,27.4,98.3,51.7,8.3,2024
CHITTORGARH,312203,5,18.4,29.6,128.4,66.4,7.1,2024
CHITTORGARH,312203,6,22.7,43.1,82.3,36.9,8.4,2024
CHITTORGARH,312203,7,21.9,28.5,69.1,55.2,7.2,2024
CHITTORGARH,312203,8,12.6,38.6,44.4,38.0,11.2,2024
CHITTORGARH,312203,9,20.1,35.6,154.1,86.6,9.4,2024
CHITTORGARH,312203,10,13.3,26.7,139.1,24.3,9.0,2024
CHITTORGARH,312203,11,13.3,30.7,72.1,39.2,10.7,2024
CHITTORGARH,312203,12,23.1,35.4,64.2,82.5,6.8,2024
CHITTORGARH,312613,1,13.7,42.0,0.2,53.6,11.1,2024
CHITTORGARH,312613,2,13.9,39.2,12.7,62.0,8.9,2024
CHITTORGARH,312613,3,10.0,37.4,124.7,65.6,6.8,2024
CHITTORGARH,312613,4,23.1,34.9,102.9,25.0,10.9,2024
CHITTORGARH,312613,5,21.9,31.0,87.0,21.2,8.8,2024
CHITTORGARH,312613,6,19.4,27.4,165.5,85.6,9.6,2024
CHITTORGARH,312613,7,21.3,33.2,100.8,39.0,11.4,2024
CHITTORGARH,312613,8,12.3,25.6,76.9,46.6,11.3,2024
CHITTORGARH,312613,9,16.9,29.2,32.3,67.7,11.4,2024
CHITTORGARH,312613,10,15.3,33.6,164.1,36.5,8.5,2024
CHITTORGARH,312613,11,11.4,33.4,115.2,71.3,10.5,2024
CHITTORGARH,312613,12,17.3,25.9,18.5,52.1,7.4,2024
CHITTORGARH,312612,1,23.8,36.8,129.8,80.0,11.0,2024
CHITTORGARH,312612,2,10.6,36.0,85.0,39.5,8.1,2024
CHITTORGARH,312612,3,14.4,26.6,162.3,34.3,8.8,2024
CHITTORGARH,312612,4,13.1,43.9,183.8,78.2,11.3,2024
CHITTORGARH,312612,5,13.6,27.0,120.1,42.8,10.8,2024
CHITTORGARH,312612,6,23.6,42.1,146.3,48.8,11.7,2024
CHITTORGARH,312612,7,17.0,25.0,11.3,75.6,8.2,2024
CHITTORGARH,312612,8,17.0,42.6,112.1,64.5,6.9,2024
CHITTORGARH,312612,9,21.4,25.4,151.1,50.9,11.5,2024
CHITTORGARH,312612,10,12.3,40.2,99.4,37.5,9.0,2024
CHITTORGARH,312612,11,17.3,32.2,118.7,73.5,11.3,2024
CHITTORGARH,312612,12,16.4,39.8,179.8,32.6,10.4,2024
CHITTORGARH,312207,1,19.0,33.0,39.6,85.0,11.2,2024
CHITTORGARH,312207,2,25.0,26.4,19.6,30.5,9.9,2024
CHITTORGARH,312207,3,21.5,40.4,138.1,76.3,10.9,2024
CHITTORGARH,312207,4,16.0,26.4,164.6,49.7,6.7,2024
CHITTORGARH,312207,5,22.4,43.4,170.1,33.0,11.8,2024
CHITTORGARH,312207,6,12.6,26.0,128.3,48.2,7.1,2024
CHITTORGARH,312207,7,10.5,34.6,166.6,35.5,6.1,2024
CHITTORGARH,312207,8,13.1,39.5,140.1,29.5,9.2,2024
CHITTORGARH,312207,9,15.1,32.9,17.5,36.7,10.3,2024
CHITTORGARH,312207,10,17.7,29.3,152.4,80.7,10.3,2024
CHITTORGARH,312207,11,19.2,40.2,35.9,27.4,8.0,2024
CHITTORGARH,312207,12,23.7,40.7,47.3,88.1,10.5,2024
CHITTORGARH,312622,1,17.6,43.5,78.9,20.3,11.1,2024
CHITTORGARH,312622,2,17.5,32.5,62.9,66.1,9.7,2024
CHITTORGARH,312622,3,10.8,35.1,64.3,80.0,8.3,2024
CHITTORGARH,312622,4,10.5,32.3,33.9,85.4,9.7,2024
CHITTORGARH,312622,5,18.3,30.1,58.8,30.1,11.2,2024
CHITTORGARH,312622,6,16.6,40.0,3.9,68.9,11.4,2024
CHITTORGARH,312622,7,22.6,31.8,94.6,27.5,6.2,2024
CHITTORGARH,312622,8,12.4,33.6,153.7,44.7,6.7,2024
CHITTORGARH,312622,9,10.4,33.1,172.4,71.2,6.0,2024
CHITTORGARH,312622,10,16.7,39.3,164.1,44.2,9.0,2024
CHITTORGARH,312622,11,13.6,43.4,83.3,41.9,8.6,2024
CHITTORGARH,312622,12,10.7,38.3,146.1,28.1,9.3,2024
CHITTORGARH,312617,1,20.9,34.4,57.6,24.7,10.1,2024
CHITTORGARH,312617,2,11.7,40.6,11.1,28.1,8.2,2024
CHITTORGARH,312617,3,19.1,37.8,135.2,81.3,7.3,2024
CHITTORGARH,312617,4,14.2,26.2,129.8,20.8,8.4,2024
CHITTORGARH,312617,5,12.6,26.9,160.3,68.5,6.1,2024
CHITTORGARH,312617,6,15.7,25.8,123.2,73.8,11.0,2024
CHITTORGARH,312617,7,22.0,34.1,31.4,59.8,8.3,2024
CHITTORGARH,312617,8,15.9,41.5,170.6,71.2,9.7,2024
CHITTORGARH,312617,9,21.3,31.3,125.5,65.7,7.9,2024
CHITTORGARH,312617,10,11.9,32.7,161.5,51.9,9.7,2024
CHITTORGARH,312617,11,21.6,43.2,154.8,46.8,9.2,2024
CHITTORGARH,312617,12,13.6,41.7,59.6,85.9,7.3,2024
CHITTORGARH,312627,1,20.2,38.3,14.9,88.0,9.8,2024
CHITTORGARH,312627,2,18.5,30.3,35.3,65.6,6.7,2024
CHITTORGARH,312627,3,23.9,27.3,18.6,33.8,8.9,2024
CHITTORGARH,312627,4,15.8,25.3,48.7,51.4,10.3,2024
CHITTORGARH,312627,5,11.0,27.1,91.9,54.8,9.3,2024
CHITTORGARH,312627,6,10.3,30.9,181.4,73.1,10.5,2024
CHITTORGARH,312627,7,22.4,36.0,174.4,66.7,7.6,2024
CHITTORGARH,312627,8,17.9,26.3,143.7,56.0,6.3,2024
CHITTORGARH,312627,9,21.6,27.7,4.8,67.6,6.3,2024
CHITTORGARH,312627,10,13.5,28.6,68.3,21.7,7.6,2024
CHITTORGARH,312627,11,15.2,37.6,136.5,74.4,8.4,2024
CHITTORGARH,312627,12,10.5,37.3,25.8,34.8,9.2,2024
CHITTORGARH,312628,1,24.4,36.0,160.2,65.9,10.5,2024
CHITTORGARH,312628,2,20.0,30.0,182.9,28.0,11.0,2024
CHITTORGARH,312628,3,24.0,32.4,70.8,28.0,10.2,2024
CHITTORGARH,312628,4,14.0,26.9,141.2,22.5,8.8,2024
CHITTORGARH,312628,5,19.2,29.5,29.6,83.7,7.6,2024
CHITTORGARH,312628,6,20.2,43.0,138.2,62.3,8.6,2024
CHITTORGARH,312628,7,14.8,44.6,4.3,45.3,7.6,2024
CHITTORGARH,312628,8,22.7,38.0,30.2,75.1,9.7,2024
CHITTORGARH,312628,9,24.2,43.3,142.0,63.8,10.9,2024
CHITTORGARH,312628,10,23.3,37.9,142.4,63.4,9.1,2024
CHITTORGARH,312628,11,21.1,25.7,128.2,54.1,6.3,2024
CHITTORGARH,312628,12,14.2,44.9,95.5,20.6,11.6,2024
CHITTORGARH,323304,1,14.2,27.0,135.0,38.1,7.8,2024
CHITTORGARH,323304,2,24.5,38.7,154.8,27.6,11.5,2024
CHITTORGARH,323304,3,10.2,30.1,193.3,66.4,10.9,2024
CHITTORGARH,323304,4,20.7,32.8,177.7,37.4,8.5,2024
CHITTORGARH,323304,5,20.6,37.9,158.9,51.5,6.3,2024
CHITTORGARH,323304,6,19.3,33.7,139.0,44.7,11.7,2024
CHITTORGARH,323304,7,24.9,30.0,114.8,30.0,10.0,2024
CHITTORGARH,323304,8,14.7,31.7,24.1,87.1,7.5,2024
CHITTORGARH,323304,9,15.1,31.8,33.1,85.3,9.2,2024
CHITTORGARH,323304,10,11.2,44.2,164.1,25.9,9.8,2024
CHITTORGARH,323304,11,16.6,41.0,160.7,77.9,7.4,2024
CHITTORGARH,323304,12,13.9,34.2,122.9,54.2,6.6,2024
CHITTORGARH,323305,1,15.2,29.0,87.8,74.2,7.6,2024
CHITTORGARH,323305,2,22.5,41.2,5.2,30.6,6.3,2024
CHITTORGARH,323305,3,24.0,28.1,65.4,29.3,6.4,2024
CHITTORGARH,323305,4,12.8,29.2,84.1,82.4,6.9,2024
CHITTORGARH,323305,5,15.6,32.3,97.2,82.8,7.0,2024
CHITTORGARH,323305,6,23.9,42.6,185.9,52.6,7.5,2024
CHITTORGARH,323305,7,10.9,27.6,21.7,80.9,11.6,2024
CHITTORGARH,323305,8,11.4,27.4,103.8,66.7,9.5,2024
CHITTORGARH,323305,9,12.4,34.9,73.6,33.0,8.5,2024
CHITTORGARH,323305,10,18.9,30.5,198.0,43.0,9.4,2024
CHITTORGARH,323305,11,12.3,36.4,172.4,29.5,6.0,2024
CHITTORGARH,323305,12,24.5,34.0,87.8,74.2,11.4,2024
CHITTORGARH,312001,1,16.7,33.7,199.9,89.0,9.2,2024
CHITTORGARH,312001,2,17.5,27.2,102.8,58.2,8.7,2024
CHITTORGARH,312001,3,13.7,27.8,33.4,65.9,11.6,2024
CHITTORGARH,312001,4,17.1,41.4,111.2,72.2,10.4,2024
CHITTORGARH,312001,5,19.9,42.7,45.2,35.7,8.0,2024
CHITTORGARH,312001,6,21.3,29.7,127.3,43.5,11.6,2024
CHITTORGARH,312001,7,21.3,27.3,187.5,48.9,11.1,2024
CHITTORGARH,312001,8,18.7,26.1,157.2,61.6,11.7,2024
CHITTORGARH,312001,9,23.6,37.2,54.6,79.5,6.6,2024
CHITTORGARH,312001,10,22.3,39.3,59.4,37.8,11.7,2024
CHITTORGARH,312001,11,21.4,32.5,13.9,53.0,9.3,2024
CHITTORGARH,312001,12,10.8,38.6,57.2,72.6,10.0,2024
CHITTORGARH,312629,1,10.1,39.3,18.5,26.1,7.3,2024
CHITTORGARH,312629,2,13.2,43.7,99.9,55.9,6.8,2024
CHITTORGARH,312629,3,20.0,26.3,141.7,30.1,6.5,2024
CHITTORGARH,312629,4,16.2,28.8,150.2,57.7,8.5,2024
CHITTORGARH,312629,5,16.0,26.4,11.9,73.7,7.3,2024
CHITTORGARH,312629,6,23.3,42.4,68.0,36.6,6.5,2024
CHITTORGARH,312629,7,23.4,40.9,57.6,79.5,11.7,2024
CHITTORGARH,312629,8,23.6,36.5,20.9,43.4,10.4,2024
CHITTORGARH,312629,9,14.7,26.7,72.5,33.4,9.1,2024
CHITTORGARH,312629,10,20.4,30.5,59.9,52.6,10.5,2024
CHITTORGARH,312629,11,14.1,31.0,126.9,81.3,9.7,2024
CHITTORGARH,312629,12,12.9,36.2,176.7,24.8,7.1,2024
CHITTORGARH,323303,1,12.8,30.2,91.0,42.9,9.8,2024
CHITTORGARH,323303,2,15.1,26.5,149.3,65.7,10.1,2024
CHITTORGARH,323303,3,16.4,39.6,29.2,45.0,7.4,2024
CHITTORGARH,323303,4,22.5,31.0,179.0,25.0,7.9,2024
CHITTORGARH,323303,5,11.8,34.0,30.5,43.2,8.3,2024
CHITTORGARH,323303,6,21.0,27.6,38.4,77.5,9.6,2024
CHITTORGARH,323303,7,18.0,41.1,21.3,87.8,6.8,2024
CHITTORGARH,323303,8,14.3,36.3,61.9,22.8,10.5,2024
CHITTORGARH,323303,9,17.4,43.0,110.5,59.8,8.1,2024
CHITTORGARH,323303,10,14.5,34.9,197.6,27.4,10.2,2024
CHITTORGARH,323303,11,18.9,43.8,158.7,67.6,11.6,2024
CHITTORGARH,323303,12,16.5,42.8,76.1,20.6,11.2,2024
CHURU,331001,1,12.5,36.5,115.2,21.0,10.4,2024
CHURU,331001,2,11.7,43.7,124.7,74.4,7.2,2024
CHURU,331001,3,18.2,31.5,164.5,25.2,10.4,2024
CHURU,331001,4,23.5,32.3,147.3,41.4,9.8,2024
CHURU,331001,5,15.2,25.9,113.9,87.1,10.6,2024
CHURU,331001,6,21.0,36.8,133.8,89.0,11.2,2024
CHURU,331001,7,19.9,39.4,149.2,31.3,7.9,2024
CHURU,331001,8,24.0,40.5,26.6,59.3,9.9,2024
CHURU,331001,9,22.3,28.0,40.1,59.1,7.7,2024
CHURU,331001,10,18.5,33.9,137.7,51.7,8.1,2024
CHURU,331001,11,19.9,28.5,170.1,84.7,9.1,2024
CHURU,331001,12,23.5,38.2,81.9,72.8,8.6,2024
CHURU,331411,1,16.0,28.2,196.0,73.5,9.6,2024
CHURU,331411,2,14.9,43.1,43.2,38.9,10.6,2024
CHURU,331411,3,10.2,29.6,83.3,50.4,9.6,2024
CHURU,331411,4,22.4,30.8,75.7,54.1,11.8,2024
CHURU,331411,5,22.0,42.0,186.1,40.9,10.4,2024
CHURU,331411,6,11.6,34.2,57.1,26.6,11.9,2024
CHURU,331411,7,18.7,25.5,94.2,28.8,10.5,2024
CHURU,331411,8,17.0,34.9,37.4,32.6,9.0,2024
CHURU,331411,9,11.8,26.7,104.3,34.3,8.5,2024
CHURU,331411,10,24.7,44.7,171.5,37.0,10.4,2024
CHURU,331411,11,13.2,36.8,60.8,37.9,10.1,2024
CHURU,331411,12,11.0,30.1,162.2,51.9,10.0,2024
CHURU,331029,1,18.9,36.3,182.3,55.7,10.3,2024
CHURU,331029,2,21.1,26.5,14.6,41.6,11.2,2024
CHURU,331029,3,10.5,41.0,151.3,83.5,7.4,2024
CHURU,331029,4,19.9,43.5,51.1,58.7,9.4,2024
CHURU,331029,5,18.0,42.5,35.1,75.1,9.6,2024
CHURU,331029,6,11.5,31.8,120.2,84.7,7.8,2024
CHURU,331029,7,12.6,31.5,141.1,31.4,11.9,2024
CHURU,331029,8,18.5,25.7,79.0,50.0,10.7,2024
CHURU,331029,9,14.4,38.0,7.8,50.3,7.9,2024
CHURU,331029,10,24.1,35.7,181.7,44.8,8.2,2024
CHURU,331029,11,22.3,34.2,146.1,20.6,10.3,2024
CHURU,331029,12,24.8,43.2,54.3,77.1,6.1,2024
CHURU,331305,1,13.9,28.4,99.4,27.8,8.8,2024
CHURU,331305,2,24.5,25.2,5.6,89.7,8.1,2024
CHURU,331305,3,16.5,26.5,67.9,74.1,11.1,2024
CHURU,331305,4,15.2,29.5,104.5,60.6,10.7,2024
CHURU,331305,5,10.8,25.7,103.4,30.8,8.0,2024
CHURU,331305,6,10.8,35.1,41.6,56.1,11.2,2024
CHURU,331305,7,20.4,31.3,155.3,38.3,11.5,2024
CHURU,331305,8,16.9,28.6,59.8,37.7,9.3,2024
CHURU,331305,9,13.4,40.0,116.1,78.1,7.0,2024
CHURU,331305,10,19.2,29.1,54.3,46.6,10.6,2024
CHURU,331305,11,13.8,38.8,85.0,51.6,7.9,2024
CHURU,331305,12,18.7,32.0,41.5,79.0,9.2,2024
CHURU,331402,1,15.4,35.2,126.6,26.1,6.3,2024
CHURU,331402,2,22.4,43.7,85.1,61.6,9.0,2024
CHURU,331402,3,22.3,25.7,3.2,60.5,8.3,2024
CHURU,331402,4,17.2,35.0,5.6,49.8,10.1,2024
CHURU,331402,5,15.3,42.1,94.2,78.1,6.2,2024
CHURU,331402,6,15.4,36.8,36.6,86.0,9.7,2024
CHURU,331402,7,22.1,30.5,117.0,52.6,10.6,2024
CHURU,331402,8,14.9,33.0,81.6,51.9,6.1,2024
CHURU,331402,9,13.1,38.6,130.9,55.1,10.5,2024
CHURU,331402,10,11.3,42.8,190.5,70.6,6.8,2024
CHURU,331402,11,17.0,25.8,105.7,66.8,10.2,2024
CHURU,331402,12,17.2,26.4,157.5,35.6,8.7,2024
CHURU,331301,1,22.6,31.5,150.6,24.5,9.3,2024
CHURU,331301,2,13.3,29.7,184.4,86.4,8.0,2024
CHURU,331301,3,15.7,30.3,42.8,38.3,7.5,2024
CHURU,331301,4,22.1,29.4,165.5,64.7,6.4,2024
CHURU,331301,5,22.4,28.9,181.1,78.0,11.2,2024
CHURU,331301,6,15.8,27.6,78.6,41.0,9.7,2024
CHURU,331301,7,16.9,43.7,62.8,64.5,11.9,2024
CHURU,331301,8,14.5,27.9,190.4,27.6,11.1,2024
CHURU,331301,9,24.0,29.1,125.5,87.9,11.2,2024
CHURU,331301,10,11.8,29.9,76.1,24.1,9.6,2024
CHURU,331301,11,24.0,43.7,158.4,50.7,6.5,2024
CHURU,331301,12,20.3,40.1,60.9,57.6,11.5,2024
CHURU,331021,1,18.0,40.8,35.3,75.3,6.7,2024
CHURU,331021,2,10.5,27.1,108.8,28.5,9.1,2024
CHURU,331021,3,17.1,41.7,113.2,50.9,11.1,2024
CHURU,331021,4,16.1,33.2,165.1,41.0,8.8,2024
CHURU,331021,5,12.4,30.3,91.4,41.8,7.0,2024
CHURU,331021,6,19.8,36.5,162.9,74.5,8.2,2024
CHURU,331021,7,24.6,41.4,62.3,20.4,11.9,2024
CHURU,331021,8,18.4,40.6,115.1,72.4,12.0,2024
CHURU,331021,9,20.7,42.8,41.7,76.7,10.3,2024
CHURU,331021,10,11.0,43.6,77.1,83.1,11.3,2024
CHURU,331021,11,16.3,29.8,171.5,63.9,6.3,2024
CHURU,331021,12,11.7,33.5,43.2,43.3,7.7,2024
CHURU,331023,1,19.2,25.3,162.0,49.9,8.2,2024
CHURU,331023,2,24.1,42.6,56.6,87.9,6.1,2024
CHURU,331023,3,19.9,28.1,6.9,81.7,8.3,2024
CHURU,331023,4,11.2,42.2,22.0,52.4,6.6,2024
CHURU,331023,5,15.3,31.6,149.2,86.0,9.1,2024
CHURU,331023,6,18.3,32.4,52.4,77.6,6.0,2024
CHURU,331023,7,16.0,25.8,130.8,83.1,7.6,2024
CHURU,331023,8,22.5,31.5,139.8,67.8,11.2,2024
CHURU,331023,9,22.2,42.8,69.0,80.0,7.3,2024
CHURU,331023,10,19.2,25.5,95.0,82.4,6.4,2024
CHURU,331023,11,15.6,33.1,80.8,26.4,7.5,2024
CHURU,331023,12,13.8,25.6,189.5,87.6,11.0,2024
CHURU,331302,1,11.6,32.4,64.0,43.4,9.5,2024
CHURU,331302,2,15.3,28.5,36.7,50.8,9.5,2024
CHURU,331302,3,16.2,30.0,73.1,75.4,6.0,2024
CHURU,331302,4,20.1,42.6,133.9,66.5,8.8,2024
CHURU,331302,5,19.9,33.7,139.5,82.5,7.6,2024
CHURU,331302,6,11.1,30.5,184.8,48.0,8.0,2024
CHURU,331302,7,15.9,36.8,176.4,46.1,9.6,2024
CHURU,331302,8,12.7,27.8,57.7,22.2,11.2,2024
CHURU,331302,9,12.4,30.2,91.0,52.4,7.1,2024
CHURU,331302,10,22.4,35.9,149.5,70.7,10.6,2024
CHURU,331302,11,10.6,29.8,183.3,41.1,6.3,2024
CHURU,331302,12,16.3,38.6,67.4,52.4,8.0,2024
CHURU,331303,1,12.5,34.8,88.9,35.4,7.3,2024
CHURU,331303,2,23.2,40.4,179.9,74.1,11.5,2024
CHURU,331303,3,18.4,44.0,71.7,24.2,7.1,2024
CHURU,331303,4,13.5,27.3,96.1,69.4,9.5,2024
CHURU,331303,5,17.5,31.7,180.9,46.5,7.0,2024
CHURU,331303,6,21.0,31.4,160.4,22.9,8.8,2024
CHURU,331303,7,24.4,28.0,48.7,79.7,8.5,2024
CHURU,331303,8,13.3,41.2,65.0,54.1,6.2,2024
CHURU,331303,9,23.3,40.2,70.6,62.0,11.0,2024
CHURU,331303,10,24.0,34.7,182.5,71.2,10.7,2024
CHURU,331303,11,23.7,35.8,199.8,65.9,7.7,2024
CHURU,331303,12,19.5,26.2,154.8,71.2,9.7,2024
CHURU,331403,1,19.4,36.1,96.9,73.4,8.2,2024
CHURU,331403,2,16.0,40.8,2.0,61.2,10.6,2024
CHURU,331403,3,21.3,36.5,139.5,45.6,10.2,2024
CHURU,331403,4,18.0,30.3,77.9,37.0,6.5,2024
CHURU,331403,5,20.2,38.4,126.6,83.2,11.1,2024
CHURU,331403,6,16.4,32.2,121.3,87.9,7.1,2024
CHURU,331403,7,21.0,35.9,96.2,45.0,7.0,2024
CHURU,331403,8,22.4,34.8,188.9,27.9,10.4,2024
CHURU,331403,9,12.2,32.6,4.6,35.6,7.1,2024
CHURU,331403,10,22.5,39.4,142.4,66.9,6.7,2024
CHURU,331403,11,18.1,42.7,82.0,32.1,8.0,2024
CHURU,331403,12,22.7,25.1,142.8,74.6,11.0,2024
CHURU,331031,1,16.5,43.7,135.0,84.6,7.1,2024
CHURU,331031,2,15.7,35.2,2.0,87.5,8.0,2024
CHURU,331031,3,23.7,39.0,57.1,20.7,7.7,2024
CHURU,331031,4,13.8,42.1,37.8,87.1,8.1,2024
CHURU,331031,5,22.7,34.3,33.4,71.8,10.3,2024
CHURU,331031,6,17.3,41.7,145.7,25.9,8.4,2024
CHURU,331031,7,17.7,28.6,47.9,49.1,10.6,2024
CHURU,331031,8,14.6,28.2,94.9,69.0,9.8,2024
CHURU,331031,9,18.6,38.1,49.4,87.0,8.2,2024
CHURU,331031,10,14.9,42.4,116.0,31.5,8.6,2024
CHURU,331031,11,10.6,42.8,144.1,28.9,10.2,2024
CHURU,331031,12,14.1,37.9,66.2,53.1,9.2,2024
CHURU,331701,1,10.1,35.5,120.6,87.8,11.2,2024
CHURU,331701,2,24.7,31.6,165.0,88.0,11.6,2024
CHURU,331701,3,24.5,44.6,18.8,36.0,10.3,2024
CHURU,331701,4,15.9,31.4,142.1,42.4,11.9,2024
CHURU,331701,5,20.9,39.9,64.6,83.6,9.6,2024
CHURU,331701,6,15.2,35.6,24.5,71.4,6.2,2024
CHURU,331701,7,20.1,37.2,109.1,88.1,9.0,2024
CHURU,331701,8,22.1,32.9,45.3,82.5,7.4,2024
CHURU,331701,9,24.2,44.3,164.3,35.1,8.0,2024
CHURU,331701,10,16.0,36.4,8.6,73.2,8.9,2024
CHURU,331701,11,21.7,43.8,19.7,23.4,7.8,2024
CHURU,331701,12,14.0,25.2,104.2,77.2,7.9,2024
CHURU,331304,1,24.9,36.5,117.8,62.1,8.4,2024
CHURU,331304,2,10.4,39.3,146.0,86.9,7.7,2024
CHURU,331304,3,19.1,39.9,51.9,87.2,7.0,2024
CHURU,331304,4,19.9,43.1,168.4,23.6,10.6,2024
CHURU,331304,5,20.3,25.1,190.6,31.2,8.4,2024
CHURU,331304,6,11.8,25.0,99.8,53.9,11.0,2024
CHURU,331304,7,24.1,34.4,152.1,81.6,11.3,2024
CHURU,331304,8,12.7,25.6,105.0,77.0,10.5,2024
CHURU,331304,9,19.3,44.5,13.9,87.5,8.4,2024
CHURU,331304,10,13.3,29.4,65.2,63.3,10.3,2024
CHURU,331304,11,14.6,34.5,17.5,38.0,6.9,2024
CHURU,331304,12,18.2,26.2,197.8,21.8,10.0,2024
CHURU,331022,1,16.3,35.4,45.8,35.6,8.4,2024
CHURU,331022,2,12.4,32.6,127.2,67.3,9.9,2024
CHURU,331022,3,12.6,25.9,56.9,84.8,10.5,2024
CHURU,331022,4,16.3,31.7,130.6,42.5,9.4,2024
CHURU,331022,5,21.4,32.8,42.1,81.3,9.9,2024
CHURU,331022,6,23.5,44.8,157.1,47.6,7.3,2024
CHURU,331022,7,11.3,29.2,22.2,41.6,9.6,2024
CHURU,331022,8,15.9,35.9,179.0,55.6,8.8,2024
CHURU,331022,9,11.5,44.7,168.1,51.0,8.6,2024
CHURU,331022,10,10.2,40.8,135.8,84.0,8.5,2024
CHURU,331022,11,19.9,44.9,13.5,52.8,7.9,2024
CHURU,331022,12,19.0,44.4,41.7,39.4,7.8,2024
CHURU,331501,1,12.4,34.8,171.9,79.0,10.2,2024
CHURU,331501,2,13.5,38.9,24.4,89.9,9.3,2024
CHURU,331501,3,10.4,27.2,31.2,65.4,6.2,2024
CHURU,331501,4,22.5,33.8,108.8,37.5,6.3,2024
CHURU,331501,5,24.6,41.2,54.8,36.7,9.4,2024
CHURU,331501,6,12.0,35.1,44.4,24.0,11.1,2024
CHURU,331501,7,13.5,39.1,115.2,25.4,6.3,2024
CHURU,331501,8,23.0,39.9,74.5,84.0,9.0,2024
CHURU,331501,9,23.9,30.1,28.1,26.8,11.1,2024
CHURU,331501,10,16.3,42.5,107.0,53.9,6.0,2024
CHURU,331501,11,10.8,34.2,77.4,68.9,7.7,2024
CHURU,331501,12,10.6,29.2,146.9,79.5,11.5,2024
CHURU,331502,1,18.6,42.3,20.6,32.0,6.5,2024
CHURU,331502,2,15.9,33.4,124.1,50.6,9.6,2024
CHURU,331502,3,10.4,40.0,87.3,37.6,9.0,2024
CHURU,331502,4,18.7,36.0,81.2,37.9,6.9,2024
CHURU,331502,5,10.2,32.6,46.5,41.3,6.3,2024
CHURU,331502,6,21.8,41.2,6.1,61.1,9.0,2024
CHURU,331502,7,14.6,36.7,169.5,21.2,10.4,2024
CHURU,331502,8,10.6,32.8,65.3,48.6,7.1,2024
CHURU,331502,9,18.8,27.2,136.2,33.1,10.1,2024
CHURU,331502,10,16.0,42.9,189.5,87.7,9.3,2024
CHURU,331502,11,24.6,25.7,113.0,60.8,8.1,2024
CHURU,331502,12,18.2,42.3,79.4,80.8,10.0,2024
CHURU,331504,1,14.1,32.2,53.7,33.7,7.2,2024
CHURU,331504,2,20.6,37.8,186.8,76.7,8.7,2024
CHURU,331504,3,14.1,43.4,136.4,49.0,9.3,2024
